outcome,period_summary,model_family,quantile,profile_block,representation,metric,metric_direction,direct_estimand,direct_tuning_reference,direct_estimate,direct_evidence_label,direct_evidence_reason,direct_profile_label_availability,direct_source_path,direct_source_sha256,conditional_estimand,conditional_tuning_reference,conditional_estimate,conditional_evidence_label,conditional_evidence_reason,conditional_profile_label_availability,conditional_source_path,conditional_source_sha256,interpretation_boundary
breach_probability,later_monthly_median,xgboost,,both,full,delta_log_loss,negative_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",-0.00229967244447,Mixed,required_guard_unavailable_or_failed,January-June direct order label available,analysis/direct_promise_profile_extension_v1/EVIDENCE_LABELS.csv,fab159672c7bbf92ec74f4683a79a45de8cffe534a10ad7f61e29828270f84d8,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",-0.000906255739247,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/MODEL_COMPARISON_SUMMARY.csv,ec3bf91512465292759bfd5264a34d4a84f7c5b153d106fab9c8de1f5af9fcb0,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_monthly_median,xgboost,,both,full,favourable_month_count,larger_is_more_consistent,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",5,Mixed,required_guard_unavailable_or_failed,January-June direct order label available,analysis/direct_promise_profile_extension_v1/EVIDENCE_LABELS.csv,fab159672c7bbf92ec74f4683a79a45de8cffe534a10ad7f61e29828270f84d8,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",4,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/MODEL_COMPARISON_SUMMARY.csv,ec3bf91512465292759bfd5264a34d4a84f7c5b153d106fab9c8de1f5af9fcb0,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_monthly_median,xgboost,,seller,full,delta_brier,negative_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",-1.96016143433e-05,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/EVIDENCE_LABELS.csv,fab159672c7bbf92ec74f4683a79a45de8cffe534a10ad7f61e29828270f84d8,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",-1.21099138891e-05,Mixed,proper_score_gain_concentrated_in_fewer_than_four_months,January-June protected Order V1 label available,analysis/order_breach_severity_v1/MODEL_COMPARISON_SUMMARY.csv,ec3bf91512465292759bfd5264a34d4a84f7c5b153d106fab9c8de1f5af9fcb0,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_monthly_median,xgboost,,seller,full,delta_log_loss,negative_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",-0.000144657998041,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/EVIDENCE_LABELS.csv,fab159672c7bbf92ec74f4683a79a45de8cffe534a10ad7f61e29828270f84d8,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",-0.000140511705397,Mixed,proper_score_gain_concentrated_in_fewer_than_four_months,January-June protected Order V1 label available,analysis/order_breach_severity_v1/MODEL_COMPARISON_SUMMARY.csv,ec3bf91512465292759bfd5264a34d4a84f7c5b153d106fab9c8de1f5af9fcb0,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_monthly_median,xgboost,,seller,full,favourable_month_count,larger_is_more_consistent,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",5,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/EVIDENCE_LABELS.csv,fab159672c7bbf92ec74f4683a79a45de8cffe534a10ad7f61e29828270f84d8,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",3,Mixed,proper_score_gain_concentrated_in_fewer_than_four_months,January-June protected Order V1 label available,analysis/order_breach_severity_v1/MODEL_COMPARISON_SUMMARY.csv,ec3bf91512465292759bfd5264a34d4a84f7c5b153d106fab9c8de1f5af9fcb0,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_monthly_median,xgboost,,state_od,full,delta_brier,negative_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",-0.00026123594082,Mixed,required_guard_unavailable_or_failed,January-June direct order label available,analysis/direct_promise_profile_extension_v1/EVIDENCE_LABELS.csv,fab159672c7bbf92ec74f4683a79a45de8cffe534a10ad7f61e29828270f84d8,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",1.75032783969e-05,Not-supported,median_proper_score_non_improvement,January-June protected Order V1 label available,analysis/order_breach_severity_v1/MODEL_COMPARISON_SUMMARY.csv,ec3bf91512465292759bfd5264a34d4a84f7c5b153d106fab9c8de1f5af9fcb0,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_monthly_median,xgboost,,state_od,full,delta_log_loss,negative_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",-0.00197620878246,Mixed,required_guard_unavailable_or_failed,January-June direct order label available,analysis/direct_promise_profile_extension_v1/EVIDENCE_LABELS.csv,fab159672c7bbf92ec74f4683a79a45de8cffe534a10ad7f61e29828270f84d8,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",-4.05045649025e-05,Not-supported,median_proper_score_non_improvement,January-June protected Order V1 label available,analysis/order_breach_severity_v1/MODEL_COMPARISON_SUMMARY.csv,ec3bf91512465292759bfd5264a34d4a84f7c5b153d106fab9c8de1f5af9fcb0,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_monthly_median,xgboost,,state_od,full,favourable_month_count,larger_is_more_consistent,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",5,Mixed,required_guard_unavailable_or_failed,January-June direct order label available,analysis/direct_promise_profile_extension_v1/EVIDENCE_LABELS.csv,fab159672c7bbf92ec74f4683a79a45de8cffe534a10ad7f61e29828270f84d8,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",3,Not-supported,median_proper_score_non_improvement,January-June protected Order V1 label available,analysis/order_breach_severity_v1/MODEL_COMPARISON_SUMMARY.csv,ec3bf91512465292759bfd5264a34d4a84f7c5b153d106fab9c8de1f5af9fcb0,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,both,full,delta_average_precision,positive_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",0.118230377936,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",0.017831729309,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,both,full,delta_brier,negative_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",-0.00558325051821,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",-0.0018651742537,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,both,full,delta_log_loss,negative_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",-0.0388196570165,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",-0.021883739222,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,both,full,delta_roc_auc,positive_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",0.328376734702,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",0.040488539991,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,both,full,delta_top_10pct_lift,positive_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",1.65947656025,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",0.50330744895,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,seller,full,delta_average_precision,positive_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",0.0183747776247,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",0.012841254554,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,seller,full,delta_brier,negative_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",-0.000555753603763,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",-0.0006418314934,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,seller,full,delta_log_loss,negative_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",-0.00417724557345,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",-0.006314931039,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,seller,full,delta_roc_auc,positive_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",0.0945499481936,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",0.026606571267,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,seller,full,delta_top_10pct_lift,positive_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",0.123669830313,Supported,both_medians_improve_at_least_four_months_all_guards_pass,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",0.2904802991,Supported,all_frozen_breach_rules_passed,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,state_od,full,delta_average_precision,positive_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",0.0916703130924,Mixed,exactly_three_both_improved_months,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",0.003997316916,Mixed,proper_score_gain_concentrated_in_fewer_than_four_months,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,state_od,full,delta_brier,negative_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",-0.00411197316072,Mixed,exactly_three_both_improved_months,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",-0.0009920658157,Mixed,proper_score_gain_concentrated_in_fewer_than_four_months,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
breach_probability,later_pooled,logistic_l2,,state_od,full,delta_log_loss,negative_is_better,issued promise -> issued promise + held-fixed validated process profiles,"direct promise baseline (DP0/DQ0), development only",-0.0319350451486,Mixed,exactly_three_both_improved_months,January-June direct order label available,analysis/direct_promise_profile_extension_v1/DIRECT_BREACH_POOLED.csv,76789278b624130a7fdbc07854850640bb37e93b55cff30e7d8646a188465cf2,issued promise + purchase-time current context -> issued promise + purchase-time current context + held-fixed validated process profiles,"Order V1 current-context baseline (M1/Q1), development only",-0.015667546822,Mixed,proper_score_gain_concentrated_in_fewer_than_four_months,January-June protected Order V1 label available,analysis/order_breach_severity_v1/ORDER_BREACH_RESULTS.csv,db5ab43c2067a9947d4a5157fde34fc3a7a17f3be791b2f4019f28f56dfeb99f,"Side-by-side interpretive robustness only; do not subtract, rank, or select estimands by gain magnitude."
