variant,model_id,outcome,formula,term,term_block,coefficient_log_odds,standard_error_hc1,z_value,p_value,odds_ratio,odds_ratio_ci_lower,odds_ratio_ci_upper,n_orders,converged,irls_iterations
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.146907516621,0.0502339498717,2.92446675996,0.0034504692888,1.1582468395,1.04964371136,1.27808677048,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0739463301795,0.05601201201,-1.32018700143,0.186772590762,0.928721536822,0.832162240624,1.0364850156,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.17647380556,0.050625104098,3.48589516416,0.00049049318713,1.1930031763,1.0803125796,1.31744886206,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.334036646212,0.0490569436886,6.80916137647,9.8169311266e-12,1.39659432253,1.26856558737,1.53754423195,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.0615563271962,0.0550874834302,1.11742855842,0.263811130065,1.06349039827,0.954647462063,1.1847429257,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0228787283564,0.0557062641049,-0.410702974325,0.681290345711,0.977381005187,0.876287540159,1.0901371816,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.104768847818,0.0592806063695,1.7673376545,0.0771716973104,1.11045389685,0.988645943743,1.24726942423,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.0977285632918,0.0589939256875,1.65658687997,0.0976030267088,1.10266344115,0.982261801,1.23782342264,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.22588373484,0.0584030135568,3.86767259227,0.000109879056327,1.25342992657,1.11785976346,1.40544156985,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.349923640082,0.217308768705,-1.6102601021,0.107341085416,0.704741901698,0.460316491873,1.07895579841,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[0]","cr(actual_delivery_days, df=4, constraints=""center"")",2.27937955833,0.0320891880814,71.0326341865,0,9.77061643093,9.17503221763,10.4048621494,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[1]","cr(actual_delivery_days, df=4, constraints=""center"")",5.05744126306,0.179525242613,28.1711985983,1.31816860898e-174,157.187799091,110.562199414,223.476055234,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[2]","cr(actual_delivery_days, df=4, constraints=""center"")",0.656121799925,0.584464918975,1.12260253545,0.261606338085,1.9273033539,0.612988936402,6.05964968918,95824,True,6
primary,A,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[3]","cr(actual_delivery_days, df=4, constraints=""center"")",4.71395326089,0.865599401711,5.44588322447,5.1548948804e-08,111.492046987,20.4382799065,608.195826567,95824,True,6
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))",Intercept,Intercept,-2.13452893618,0.0959090308518,-22.2557658775,9.91849853957e-110,0.118300304247,0.0980275044104,0.14276566632,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))",-0.0243924538236,0.0903648036142,-0.269933124934,0.78721170275,0.975902637872,0.817500132299,1.16499792597,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))",-0.0711888391638,0.0898085353192,-0.792673423642,0.427968118144,0.93128601225,0.780976410446,1.11052475467,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))",-0.0064739113652,0.0908800941649,-0.0712357466691,0.943210131942,0.99354699925,0.831440431403,1.18725960687,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",0.440991038549,0.122653739729,3.59541453462,0.000323875444702,1.55424677397,1.22212864104,1.9766192799,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",1.48918380581,0.106619353209,13.9672935635,2.46829516343e-44,4.43347546496,3.59740845806,5.46385124947,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",2.44855253796,0.100361889151,24.397234435,1.82976761084e-131,11.571585161,9.50527445004,14.0870822661,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.>=8 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",2.86755349278,0.108236909449,26.4933053555,1.15764398423e-154,17.5939218467,14.2308628815,21.7517439754,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-01]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.00734602709154,0.126391372867,-0.0581212698692,0.953652032124,0.992680889016,0.774863366961,1.2717278806,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.104629697163,0.0910385773416,-1.14928967717,0.250436553243,0.900657977047,0.75347304851,1.07659430317,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.136263272841,0.0778169013058,-1.7510755447,0.0799328980873,0.872612866976,0.749175809939,1.01638788321,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.116903308683,0.0776731305408,-1.50506755514,0.132306709433,0.889671212486,0.764036399895,1.03596486559,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.150400749514,0.0706404992598,-2.12910088533,0.0332459145449,0.860363117227,0.749121880868,0.988123177804,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.101926119655,0.0719403556064,-1.41681423168,0.156537247668,0.903096270268,0.784329061273,1.03984783128,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.176381077235,0.0684055266169,-2.57846238393,0.00992411040276,0.838298465999,0.733114453213,0.958573814794,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.233014135823,0.0682301838258,-3.41511810108,0.000637543621036,0.79214237586,0.692987831728,0.905484216179,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-09]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.222441459698,0.067504769391,-3.29519620176,0.000983529841287,0.800561870513,0.701349897132,0.913808230585,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-10]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.108105156344,0.0638573954642,-1.69291521456,0.0904716068699,0.897533210157,0.79194498608,1.01719927204,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-11]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0584623556506,0.0530603642109,-1.10180841236,0.270544972361,0.943213746399,0.850051146878,1.04658663736,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2017-12]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0479220290834,0.0565009985764,-0.848162515546,0.396347469687,0.95320810669,0.853284761952,1.06483290828,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-02]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.0338662306512,0.0525647942199,0.644275910403,0.519396533816,1.03444622028,0.933178411564,1.14670353427,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-03]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.0196949121371,0.0526865972383,0.373812566562,0.70854376944,1.01989013645,0.919827689118,1.13083776749,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-04]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.0501803518587,0.0556219894546,-0.902167512358,0.366967889817,0.951057883975,0.852827953223,1.06060207719,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-05]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.262681329347,0.0587328891275,-4.4724741665,7.7319743512e-06,0.768986911831,0.685370523497,0.862804644049,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-06]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.00762811765524,0.0585026747811,-0.13038921184,0.89625850143,0.992400902597,0.884890603725,1.1129732278,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-07]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.131945858417,0.0605787244471,-2.1780890836,0.0293994051609,0.876388442853,0.778272953342,0.986873177936,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.2018-08]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",-0.171279629682,0.0615827441572,-2.78129258489,0.00541429161254,0.842585928492,0.746783777451,0.950678186013,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(purchase_month_adjustment, Treatment(reference=""2018-01""))[T.pooled sparse purchase months (<500 orders each)]","C(purchase_month_adjustment, Treatment(reference=""2018-01""))",0.262201085698,0.171423276002,1.52955358113,0.126127266759,1.29978788491,0.928873830665,1.81881380439,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[0]","cr(actual_delivery_days, df=4, constraints=""center"")",0.854935502683,0.0467114037472,18.3025007621,7.90363327933e-75,2.35122272813,2.14552190185,2.57664501699,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[1]","cr(actual_delivery_days, df=4, constraints=""center"")",0.652588869848,0.155178911515,4.20539661915,2.60624701649e-05,1.92050633967,1.41686090194,2.60318045029,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[2]","cr(actual_delivery_days, df=4, constraints=""center"")",-0.958732465642,0.311693617748,-3.07588096467,0.0020988161672,0.38337852358,0.208119940045,0.706223018853,95824,True,5
primary,B,low_review_2,"low_review_2 ~ cr(actual_delivery_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","cr(actual_delivery_days, df=4, constraints=""center"")[3]","cr(actual_delivery_days, df=4, constraints=""center"")",-0.387860462254,0.680087485361,-0.57030965957,0.568467690452,0.678507013998,0.178921621115,2.57303597617,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))",Intercept,Intercept,-1.73437108604,0.0933559217203,-18.5780511197,4.83756560369e-77,0.176511175727,0.146996672229,0.211951703969,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.very early: <= -14 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))",-0.616497511538,0.0886494980792,-6.95432602435,3.54251507902e-12,0.539831885233,0.453732557451,0.642269238847,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.early: -13 to -7 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))",-0.404165548613,0.0878431057374,-4.60099338724,4.20480778511e-06,0.667533602859,0.561954230864,0.792949116623,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.slightly early: -6 to -1 days]","C(promise_error_group_label, Treatment(reference=""on promised date""))",-0.13821219223,0.090365423994,-1.52948092447,0.126145264428,0.870913870981,0.729551608343,1.03966732715,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.1 day late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",0.47219868201,0.122642935386,3.850190641,0.000118025921344,1.60351594185,1.26089646192,2.03923434908,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.2-3 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",1.56435731122,0.106606302006,14.6741541708,9.43851697616e-49,4.77960215189,3.87836160909,5.89026992139,95824,True,5
primary,C,low_review_2,"low_review_2 ~ cr(promised_lead_days, df=4, constraints=""center"") + C(promise_error_group_label, Treatment(reference=""on promised date"")) + C(purchase_month_adjustment, Treatment(reference=""2018-01""))","C(promise_error_group_label, Treatment(reference=""on promised date""))[T.4-7 days late]","C(promise_error_group_label, Treatment(reference=""on promised date""))",2.60599865802,0.0999759397217,26.0662581944,8.80180114643e-150,13.5447451191,11.1345113638,16.4767105035,95824,True,5
